video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=WZhbbwpAwUk&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@komonews,KOMO News,Man violently attacks stranger near Seattle's Pike Place Market,47K,7 months,Seattle police arrested a man Sunday afternoon who they say violently attacked a man near the entrance to Pike Place Market at ...,2024-01-19 22:06:55.481061
/watch?v=9SsOd7k9cQk&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@FoxNews,Fox News,Seattle crime 'completely untenable' for small businesses: Rantz,116K,1 year,Seattle-based radio show host Jason Rantz argues the crime rate is the 'driving factor' for hundreds of businesses closing in the ...,2024-01-19 22:06:55.494369
/watch?v=U0CYzu-VEvA&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Murder rate up 47% across Washington,4.2K,2 years,"An alarming new report out today confirms what we've seen and reported, a big spike in crime in our state in 2020. Subscribe to ...",2024-01-19 22:06:55.497151
/watch?v=O8BkHuWrQ-4&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,"Violent crime rate falling in Tacoma, Washington | FOX 13 Seattle",1.1K,11 months,It's been six months since the city of Tacoma unveiled a new way to tackle crime in the city. It involves police targeting hot spots ...,2024-01-19 22:06:55.509783
/watch?v=ZLYzSVRaZF8&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,Frustrated hiker compiles list of most crime-targeted trailheads in western Washington,16K,8 months,"As the sun comes out, trailhead parking lots are starting to get packed with cars. Car break-ins and thefts at trailheads are ...",2024-01-19 22:06:55.512244
/watch?v=yoE023twFH8&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,3 of 5 suspects in south Seattle robberies could face hate crime charges,7.7K,3 months,Four of the five suspects in a string of south Seattle home invasion robberies that mostly targeted Asian Americans made their first ...,2024-01-19 22:06:55.531244
/watch?v=t8lUEDCykIc&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,"2 Seattle motels mired in complaints of crime, violence, prostitution | FOX 13 Seattle",5.4K,5 months,Two Seattle property owners were served Chronic Nuisance Declaration letters after members of the community sent in numerous ...,2024-01-19 22:06:55.569259
/watch?v=GpvHn2W-30w&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Seattle begins new plan to address drug crimes | FOX 13 Seattle,3.5K,7 months,"With Seattle City Council's rejecting the City Attorney's push to prosecute open-air drug use, the question now is: who is going to ...",2024-01-19 22:06:55.597037
/watch?v=hcoir84luYE&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,Crime spree in Seattle neighborhood,7.8K,2 weeks,What started as a purse snatching ended in an armed kidnapping in a Seattle neighborhood on Tuesday.,2024-01-19 22:06:55.599715
/watch?v=BIoFv9MRLJc&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@fox13seattle,FOX 13 Seattle,Tacoma sees spike in crime committed by children | FOX 13 Seattle,67K,9 months,A troubling trend is plaguing the South Sound—we're seeing a rise in the number of kids connected to crime. Subscribe to FOX 13 ...,2024-01-19 22:06:55.623337
/watch?v=WfkGLwiXdd0&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,"While Seattle crime is high, levels haven't reached historic peaks",9K,1 year,"The crime rate in Seattle is not good right now, but in comparison to prior decades, it's not the worst the city has seen.",2024-01-19 22:07:04.770101
/watch?v=Hc9DZADoyOY&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,Seattle police ask public's help identifying victims of separate vehicular assaults,2.8K,1 month,Police said they were made aware of two incidents in late November where two separate vehicles purposely targeted and struck ...,2024-01-19 22:07:04.778849
/watch?v=yGyiSKBla6s&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,"Police say rise of robberies, home invasions in south Seattle target elderly Asian community members",5.8K,4 months,"There have been 14 reported incidents since June, though police believe there may be more that went unreported. Of those, 13 ...",2024-01-19 22:07:04.785653
/watch?v=fj0XczaNWBg&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,"Seattle Mayor Bruce Harrell says drugs, crime and housing are major issues for the city",1.6K,10 months,"Mayor Bruce Harrell delivered his 2023 State of the City speech on Tuesday afternoon, which outlined his vision for the city and ...",2024-01-19 22:07:04.791952
/watch?v=xG0ed1ihl7I&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@NewsNation,NewsNation,Seattle wants more police after defunding them | NewsNation Tonight,4.2K,1 year,King County Council Vice Chairman Reagan Dunn says Seattle is making up for a mistake by trying to hire more officers after ...,2024-01-19 22:07:04.800309
/watch?v=VVhOMlflm_w&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,4 suspects in Bellevue organized retail thefts plead not guilty,2.8K,2 weeks,"All four suspects, ages ranging from 19 to 27, pleaded not guilty in King County Superior Court to several charges of ...",2024-01-19 22:07:04.816344
/watch?v=191cKLYUTrU&pp=ygUSc2VhdHRsZSBjcmltZSByYXRl,/@KING5Seattle,KING 5 Seattle,Seattle's 50th homicide of 2023 has city on track for record,1.8K,4 months,Seattle's record for homicides in a single year was 69 back in 1994.,2024-01-19 22:07:04.829627
