video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=adXt46eSkIY&pp=ygUfZ2VvcmdpYSBpbnN0aXR1dGUgb2YgdGVjaG5vbG9neQ%3D%3D,/@Kelthecollegekid,"Kel, The College Kid",GEORGIA TECH CAMPUS TOUR 2021| EVERYTHING YOU NEED TO KNOW IN UNDER FIVE MINUTES!!!,18K,2 years,GEORGIA TECH CAMPUS TOUR GEORGIA TECH CAMPUS TOUR GEORGIA TECH CAMPUS TOUR Have you ever dreamed of ...,2024-01-19 22:02:42.017912
/watch?v=WwxOWSYerD4&pp=ygUfZ2VvcmdpYSBpbnN0aXR1dGUgb2YgdGVjaG5vbG9neQ%3D%3D,/@CollegeMeister,CollegeMeister,How to get into Georgia Tech,15K,1 year,"Earn your way into Georgia Tech (Georgia Institute of Technology) in Atlanta, Georgia, USA by following the detailed advice that I ...",2024-01-19 22:02:42.021117
/watch?v=FNmeWActBkU&pp=ygUfZ2VvcmdpYSBpbnN0aXR1dGUgb2YgdGVjaG5vbG9neQ%3D%3D,/@georgiatech,Georgia Tech,Georgia Tech Commencement – Saturday Morning Ceremony – Fall 2023,9.8K,Streamed 1 month,"Georgia Tech celebrates its Fall 2023 bachelor's graduates at McCamish Pavilion on Saturday, Dec. 16, 2023. The Saturday ...",2024-01-19 22:02:42.030903
/watch?v=7OKl6nmjaqM&pp=ygUfZ2VvcmdpYSBpbnN0aXR1dGUgb2YgdGVjaG5vbG9neQ%3D%3D,/@lexifrancis,Lexi Francis,what you need to know before going to georgia tech,8K,10 months,thank you all so much for watching! socials: - instagram: https://www.instagram.com/lexxifrancis/ faq: - how old are you?,2024-01-19 22:02:42.033340
/watch?v=r6xv4FJGN4c&pp=ygUfZ2VvcmdpYSBpbnN0aXR1dGUgb2YgdGVjaG5vbG9neQ%3D%3D,/@UniversityWalkTour,University Walk Tour,Georgia Institute of Technology [Part 1] - Virtual Walking Tour [4k 60fps],5.9K,11 months,Walking around Georgia Tech's main campus on a sunny Monday morning. Georgia Tech is located in the center of Atlanta and is ...,2024-01-19 22:02:42.036195
/watch?v=K3saX1XUtg0&pp=ygUfZ2VvcmdpYSBpbnN0aXR1dGUgb2YgdGVjaG5vbG9neQ%3D%3D,/@TheKCflys,TheKccumm,Georgia Institute of Technology Campus 4K Drone Video,4.2K,2 years,"Georgia Institute of Technology Campus in Atlanta, GA with the Evo 2 Pro 30 fps shutter 1/60 ND 16 ISO 200 Dlog Aperture 2.8 ...",2024-01-19 22:02:42.042106
/watch?v=g9GFiCOOZn0&pp=ygUfZ2VvcmdpYSBpbnN0aXR1dGUgb2YgdGVjaG5vbG9neQ%3D%3D,/@georgiatech,Georgia Tech,Why Georgia Tech?,56K,4 years,"If you're like most college-bound students, you have an image for what you want in a college experience: excellent reputation, ...",2024-01-19 22:02:52.385939
/watch?v=I9qth1v5vN0&pp=ygUfZ2VvcmdpYSBpbnN0aXR1dGUgb2YgdGVjaG5vbG9neQ%3D%3D,/@ShirishGee,Shirish Gupta,HOW TO GET INTO Georgia Tech? | College Admissions - Georgia Institute of Technology | College vlog,20K,2 years,"In this video, I am done a detailed analysis of Georgia Insitute of Technology and have answered a very important question, How ...",2024-01-19 22:02:52.389078
/watch?v=2nfPvHsrwxE&pp=ygUfZ2VvcmdpYSBpbnN0aXR1dGUgb2YgdGVjaG5vbG9neQ%3D%3D,/@SiddhantDubey,Siddhant Dubey,"HOW I GOT INTO GEORGIA TECH!! - SAT/ACT, GPA, Awards, Extracurriculars, and Essays",29K,2 years,"Hey everybody, in this video, I talk about the stats and extracurriculars that got me into Georgia Tech, the University of Michigan at ...",2024-01-19 22:02:52.395614
/watch?v=EMIlR_hA1go&pp=ygUfZ2VvcmdpYSBpbnN0aXR1dGUgb2YgdGVjaG5vbG9neQ%3D%3D,/@SinghinUSA,Singh in USA,Georgia Tech Struggle: Accepted After 3 Attempts | Undergrad in US,63K,5 years,"Hey guys, In this video we are sharing the struggle of getting accepted to Georgia Tech with low SAT scores. For Georgia Tech ...",2024-01-19 22:02:52.401542
