video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=TUyOhxWfAJM&pp=ygUDd3d1,/@gregwilliamsonmusic-jazzpe8161,Greg Williamson Music - Jazz & Percussion,WWU Jazz Combo I at Undergound Coffeehouse,296,2 years,Western Washington University Jazz Combo I Fall 2021 Chet Przybysz - Alto Sax Ben Leonard - Tenor Sax David Diehl - Guitar ...,2024-01-28 19:46:07.393101
/watch?v=Mw9RK-aJqWQ&pp=ygUDd3d1,/@WWUVikingsAthletics,WWUVikingsAthletics,"MBB | Western Washington vs. Western Oregon (1/4/24, 7 pm)",989,Streamed 3 weeks,GoViks #WWU #Basketball Watch the Western Washington Vikings take on Western Oregon in a GNAC contests on WECU Court ...,2024-01-28 19:46:07.395985
/shorts/pMiEzHn3sTg,/@wwu,Western Washington University,Power your brain at WWU.,274,9 months,"Sean Petersmark, a Business and Sustainability major at Western Washington University, teamed up with friends to make a ...",2024-01-28 19:46:15.484318
/watch?v=f69qQOEU2c0&pp=ygUDd3d1,/@WWUVikingsAthletics,WWUVikingsAthletics,"MBB | WWU vs. WOU (1/28/23, 7 pm)",1K,Streamed 11 months,Watch the Western Washington University men's basketball team take on Western Oregon in a GNAC contest from WECU Court in ...,2024-01-28 19:46:15.485958
/watch?v=mmR_mBN9o4E&pp=ygUDd3d1,/@WWUVikingsAthletics,WWUVikingsAthletics,"This is WWU, We Are Vikings",7.3K,3 years,"Take a look at the wonderful Western Washington University campus, the city of Bellingham and the wonderful scenes around ...",2024-01-28 19:46:15.487555
/watch?v=udxB-ibYxVA&pp=ygUDd3d1,/@WWUVikingsAthletics,WWUVikingsAthletics,"MBB | WWU vs. SMU (1/26/23, 7 pm)",1.2K,Streamed 1 year,Watch the Western Washington University men's basketball team take on Saint Martin's in a GNAC contest from WECU Court in ...,2024-01-28 19:46:15.489244
/watch?v=3GMFCRGyNPQ&pp=ygUDd3d1,/@wwu,Western Washington University,WWU Spring Commencement 2017 in 45 seconds!,1.2K,6 years,WWU Spring Commencement 2017 in 45 seconds! Featuring bits of Ceremonies 1 and 3. Produced by ATUS Video Services.,2024-01-28 19:46:15.491982
/watch?v=Md0KbUc4Xwo&pp=ygUDd3d1,/@angelac9798,Angela c,WWU Buchanan Towers Dorm Tour 2017,5.3K,6 years,Western Washigton University - Buchanan Towers bedroom tour. I'm about to move out and would love to show fellow students ...,2024-01-28 19:46:15.494490
/watch?v=AHPLVvOzUSg&pp=ygUDd3d1,/@wwudigitalmediacenter626,WWU Digital Media Center,WWU's Digital Media Center Showcase,57,8 months,"In the DMC, we are equipped with awesome students who have a passion for being behind the scenes and creating a finished ...",2024-01-28 19:46:15.497054
/watch?v=ZFvR4pg-5_M&pp=ygUDd3d1,/@WWUVikingsAthletics,WWUVikingsAthletics,"MBB | WWU vs. UAF (2/9/23, 7 pm)",1.2K,Streamed 11 months,Watch the Western Washington University men's basketball team take on Alaska Fairbanks in a GNAC contest from WECU Court ...,2024-01-28 19:46:15.499215
